,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
6505,26197.41498,542.4,18495,113,10,15,0,2
6506,4894.986713,292.8,67436,61,6,28,0,4
6507,3193.459822,230.300308,52653,81,19,42,0,1
6508,5096.673223,312.0,22886,65,9,81,0,3
6509,7706.956035,350.4,0,73,3,33,0,2
6510,3339.299496,488.84232,38821,87,14,64,0,1
6511,9575.357152,643.2,0,134,13,11,0,6
6512,3557.196138,142.415244,39075,89,22,50,0,1
6513,3587.359906,446.4,16049,93,3,8,0,1
6514,2360.601748,468.0,0,65,14,5,0,1
6515,3023.887488,258.109435,28383,81,11,20,0,1
6516,10926.69497,1972.8,29418,274,23,31,0,1
6517,5325.724541,496.474767,0,73,17,44,0,7
6518,9915.90229,984.170299,30604,131,35,76,2,3
6519,5017.610845,388.80286,91804,62,18,32,0,9
6520,8625.836992,355.2,50446,74,28,50,4,2
6521,8432.519368,201.589875,87728,70,24,65,0,2
6522,2642.932059,94.845076,58729,68,2,67,2,1
6523,3097.915845,427.2,0,89,16,59,0,1
6524,19837.30548,321.6,0,67,22,0,1,2
6525,2869.743883,378.333708,21234,73,8,23,0,1
6526,4927.068115,751.927019,0,73,30,29,0,3
6527,4285.575678,518.4,47823,108,26,71,0,1
6528,8874.551335,226.738219,84731,110,11,32,1,7
6529,2578.835541,127.233139,59974,65,23,5,0,1
6530,6920.999642,104.905661,67534,87,2,55,2,5
6531,2349.957291,716.67276,0,70,21,5,0,1
6532,4027.703503,517.100887,27782,103,20,54,0,1
6533,8481.310791,275.608537,67197,74,29,18,3,2
6534,5191.446028,7.793078,86451,65,0,99,0,3
6535,3572.49065,441.6,56768,92,11,57,0,1
6536,4869.240839,9.050204,55593,61,13,52,0,3
6537,10395.70939,337.79769,0,95,22,59,0,2
6538,5297.918924,130.697268,66203,66,15,38,0,8
6539,8750.710415,528.0,25806,110,20,43,0,5
6540,14941.90379,912.0,22978,190,8,53,0,4
6541,6503.397049,451.670309,22081,84,1,9,0,6
6542,10110.96161,504.513989,96506,124,4,22,0,3
6543,6459.640843,483.482031,23235,82,32,46,0,3
6544,2769.252177,113.724707,40506,70,14,98,0,1
6545,6778.84457,460.8,0,96,2,84,0,9
6546,4492.518464,312.0,0,65,8,81,0,3
6547,5733.213979,142.932303,79955,71,10,5,0,6
6548,3230.576665,207.75186,62873,81,0,41,0,1
6549,6314.492009,374.4,66947,78,13,12,0,6
6550,6013.73829,377.917394,25646,83,14,92,1,3
6551,2180.084066,460.8,0,64,14,96,0,1
6552,20096.89337,379.029102,92766,71,17,15,0,2
6553,5568.947534,407.440238,0,79,21,53,1,7
6554,51426.24815,660.474274,84650,185,13,39,3,2
6555,8079.833042,734.4,13050,102,1,77,0,6
6556,2674.730716,331.2,56342,69,12,89,0,1
6557,12421.86213,502.46107,58781,106,31,37,0,2
6558,2311.118403,489.6,0,68,0,45,0,1
6559,10255.80275,734.4,0,102,17,77,0,2
6560,22103.5072,489.6,0,102,35,48,0,2
6561,2962.982516,78.248458,71809,74,14,3,0,1
6562,5764.862315,350.4,40238,73,17,88,1,9
6563,4700.421406,504.0,0,70,2,33,0,9
6564,4669.22664,556.8,76157,116,15,80,0,1
6565,5384.015304,154.049617,30514,72,3,87,2,6
6566,7505.768149,79.893853,44485,62,5,74,0,2
6567,10551.1476,331.2,50941,69,17,46,0,2
6568,25900.19716,365.361427,53105,110,6,65,0,2
6569,51016.06704,422.494292,25167,140,3,76,0,2
6570,3575.04124,383.110633,30244,92,11,72,0,1
6571,11638.89947,489.6,25370,102,10,77,0,2
6572,14050.17358,350.4,0,73,8,71,1,2
6573,2379.825871,292.8,69202,61,33,12,0,1
6574,5460.373249,331.2,31530,69,24,47,1,3
6575,6269.592055,391.942636,61040,78,21,9,0,9
6576,8709.847614,166.502804,85185,107,26,91,0,5
6577,5024.777578,86.274545,78772,62,9,47,0,8
6578,12515.18061,577.57549,0,63,35,15,0,2
6579,22325.82746,48.304125,99241,70,22,27,0,2
6580,3059.056323,197.498882,0,83,29,52,0,1
6581,6698.974274,864.0,21114,180,7,59,0,1
6582,5479.555081,326.4,56005,68,31,30,1,3
6583,2472.469209,208.598246,63860,62,26,81,0,1
6584,58207.12842,1328.839129,29295,219,25,50,0,2
6585,3430.316936,10.478305,54339,86,10,52,0,1
6586,2396.219292,433.160284,0,66,6,71,2,1
6587,5964.345179,418.689402,98078,73,5,79,0,6
6588,2605.599527,195.153339,20592,71,15,81,1,1
6589,4758.19231,365.466805,72805,62,13,34,4,3
6590,5154.051492,619.2,55645,129,23,33,0,1
6591,2805.176489,504.0,98859,70,3,57,0,1
6592,4250.282624,292.8,0,61,17,1,1,7
6593,7247.736708,98.923871,23541,62,12,38,0,2
6594,5008.789971,350.4,0,73,4,0,0,8
6595,5821.787383,355.2,60087,74,21,23,0,3
6596,18898.32653,1405.292809,0,132,23,33,0,2
6597,4756.913057,580.8,48938,121,23,20,0,1
6598,8083.917906,601.074585,31506,102,23,50,0,8
6599,7417.406267,1332.0,67454,185,3,71,0,1
6600,2538.62632,340.8,18608,71,13,24,0,1
6601,2432.958093,111.865326,28519,61,9,94,0,1
6602,4170.687348,513.6,29462,107,28,23,1,1
6603,2489.662064,532.8,0,74,3,64,0,1
6604,3758.950734,24.04838,58300,94,25,55,0,1
6605,42389.00791,154.749492,82554,132,6,15,0,2
6606,29830.38714,489.6,0,102,10,85,0,2
6607,26134.90739,673.262794,0,111,1,72,0,2
6608,2453.570794,331.2,29735,69,3,92,0,1
6609,2855.925747,344.470631,50738,71,11,48,0,1
6610,5771.610372,12.945127,65709,72,33,77,0,3
6611,8098.51111,885.6,0,123,22,25,0,6
6612,3432.961074,456.0,0,95,16,28,0,1
6613,9408.343519,408.0,0,85,11,27,0,2
6614,5595.971365,345.6,19651,72,3,68,0,5
6615,7260.833833,744.026708,0,72,18,25,0,2
6616,13438.04189,537.6,69693,112,34,62,1,2
6617,7324.285428,1114.092784,0,104,10,74,0,7
6618,2357.801509,294.502382,0,65,5,59,1,1
6619,2671.295549,316.8,45525,66,1,41,0,1
6620,2938.814981,216.01091,96765,72,28,61,0,1
6621,4911.002585,98.33116,32903,64,4,41,3,3
6622,5498.940679,350.4,22520,73,17,64,0,3
6623,4757.242856,529.493769,67486,118,3,26,0,1
6624,2926.886293,234.774747,92381,72,24,27,0,1
6625,8509.850887,523.888845,26057,74,3,63,0,2
6626,9928.986032,562.088587,75716,247,2,32,0,1
6627,10089.79095,614.4,63657,128,1,26,0,7
6628,5073.282126,600.0,57709,125,10,26,0,1
6629,16301.9676,574.024018,19614,85,21,32,0,2
6630,3360.269641,65.803328,75216,84,23,39,1,1
6631,7907.133288,151.835574,24666,101,32,51,0,3
6632,28328.46548,388.995233,20799,111,20,28,0,2
6633,4467.705159,307.2,0,64,10,34,0,4
6634,9035.671134,542.4,34337,113,20,44,0,9
6635,5364.469352,589.628918,53562,135,24,35,0,1
6636,2706.606128,350.4,22664,73,0,8,0,1
6637,6167.854162,758.4,27289,158,4,78,2,1
6638,2476.046413,136.2171,54831,61,7,45,0,1
6639,3056.990764,364.8,78310,76,4,24,0,1
6640,5217.513287,261.930545,39854,66,6,4,0,7
6641,6744.190752,547.912576,0,90,3,74,0,4
6642,15739.92367,450.090267,48096,131,10,3,0,2
6643,7153.671737,427.2,59522,89,0,8,0,3
6644,8263.482214,46.464625,0,79,11,45,1,2
6645,3142.739611,265.742679,43285,83,35,77,0,1
6646,2691.596929,336.0,33104,70,10,23,1,1
6647,2500.837384,307.2,56172,64,0,74,0,1
6648,3728.873486,216.839496,83632,94,7,86,4,1
6649,2937.165583,388.8,0,81,16,69,0,1
6650,10391.78109,108.118855,81439,90,25,40,1,2
6651,2994.351694,187.934331,55911,74,7,40,0,1
6652,14203.6226,165.057816,90456,71,26,40,0,2
6653,4490.549093,254.404622,0,64,13,11,0,3
6654,10963.95723,1324.8,55687,276,33,91,0,1
6655,3508.569533,1176.2788,20978,98,19,96,1,1
6656,4942.873707,266.932542,82093,62,17,3,0,3
6657,6218.662593,748.8,51944,156,12,96,0,1
6658,6156.363979,267.699403,78824,77,10,12,0,6
6659,21423.63723,312.0,0,65,9,31,0,2
6660,5926.729379,460.8,23091,96,28,90,5,5
6661,10295.46521,619.2,24723,129,20,0,0,5
6662,2710.811423,331.2,31998,69,31,70,0,1
6663,3363.004143,209.427344,80138,83,3,33,0,1
6664,3122.984111,384.0,72916,80,25,72,0,1
6665,6220.765007,468.0,0,65,5,63,2,2
6666,3455.17183,681.038959,0,91,16,63,0,1
6667,11855.13545,1227.491941,0,170,10,74,0,5
6668,7163.796624,286.960016,44527,94,20,91,2,5
6669,3157.551595,336.892624,46655,82,27,20,0,1
6670,8336.08382,445.265108,0,67,10,50,2,2
6671,5809.261551,548.333667,26975,73,14,59,0,5
6672,10016.28847,83.897335,62900,62,3,12,0,2
6673,4914.731004,307.2,14232,64,13,1,0,5
6674,2750.540853,167.295936,34200,70,27,15,0,1
6675,5677.309793,369.6,0,77,13,57,0,9
6676,2393.1169,16.80116,22981,69,30,8,0,1
6677,8126.766397,513.6,14616,107,22,73,0,3
6678,2774.799523,355.2,0,74,4,30,0,1
6679,4300.901435,41.721538,88590,107,0,57,0,1
6680,5221.14469,279.450351,60445,65,8,53,0,8
6681,12383.5306,459.895876,40602,105,14,84,0,2
6682,7680.748159,238.032027,66795,64,14,71,0,2
6683,4014.453113,475.2,37384,99,9,17,0,1
6684,4250.282624,292.8,0,61,17,1,1,7
6685,4624.557568,167.889924,28264,61,22,12,4,6
6686,27789.69235,395.729716,33806,89,32,59,0,2
6687,7345.897176,629.82071,79980,91,22,75,0,3
6688,5323.866117,77.129691,64706,135,0,30,0,1
6689,4426.096934,334.133949,29660,112,29,71,0,1
6690,6852.36423,417.6,26313,87,6,77,0,7
6691,3534.337809,446.4,19861,93,27,21,0,1
6692,4349.30875,112.660916,75648,108,28,10,0,1
6693,29676.81386,931.2,33992,194,15,46,1,2
6694,24238.66071,784.8,0,109,19,49,2,2
6695,11638.89947,489.6,25370,102,10,77,0,2
6696,13559.39395,662.444819,98036,113,18,92,0,2
6697,4282.947971,166.937747,40864,109,16,70,1,1
6698,9144.856285,833.417104,21150,116,8,1,0,4
6699,7434.270631,29.618152,49057,63,16,52,0,2
6700,6159.011684,364.8,97658,76,7,82,1,3
6701,3883.398053,765.906271,0,109,10,70,0,1
6702,10622.51656,144.728404,25634,67,12,53,0,2
6703,5257.241485,386.160674,56154,67,6,26,0,4
6704,4881.394894,102.322529,90892,61,1,31,0,6
6705,13197.92893,326.4,0,68,19,2,3,2
6706,5334.183231,143.535826,72960,68,11,17,1,5
6707,4965.491316,525.6,0,73,4,71,1,8
6708,5470.060561,702.990032,54507,138,20,11,0,1
6709,3713.790822,356.563616,81190,92,9,87,0,1
6710,2894.583582,486.987555,28204,73,6,12,0,1
6711,1940.981221,475.2,0,66,5,40,3,1
6712,2647.204207,210.641776,26441,66,32,20,0,1
6713,5461.967787,35.565605,42650,69,10,92,0,5
6714,2661.82351,448.181396,29195,68,2,46,0,1
6715,2397.036098,572.072106,22283,65,16,93,0,1
6716,4567.874448,292.8,15383,61,10,36,0,4
6717,5534.569714,437.608909,16101,74,16,10,0,3
6718,6057.07208,398.4,27681,83,13,62,0,9
6719,10656.88195,631.743039,72540,88,7,3,0,2
6720,13798.47871,868.8,42780,181,11,43,2,5
6721,18060.47947,552.0,57882,115,1,61,0,2
6722,2690.477161,320.629479,60060,67,24,12,0,1
6723,7409.083969,354.530239,61160,96,2,71,0,3
6724,4991.535369,246.249051,93416,62,5,16,0,6
6725,4434.028141,528.0,83220,110,9,42,0,1
6726,14748.92373,446.4,31226,93,31,68,0,2
6727,4916.373221,871.2,66982,121,12,13,0,1
6728,12495.73971,292.8,0,61,32,85,0,2
6729,12877.7765,561.6,0,117,8,89,0,2
6730,6775.924167,412.8,27354,86,2,13,1,7
6731,7540.911474,689.507724,61726,96,33,30,2,4
6732,5989.773931,739.2,66839,154,33,24,0,1
6733,9171.000967,369.6,60433,77,0,64,0,2
6734,21528.56723,393.6,11538,82,35,22,0,2
6735,2675.569927,430.477436,67837,69,19,17,4,1
6736,9246.223462,717.763724,40032,118,1,50,2,7
6737,4860.580033,199.281404,41126,61,28,89,0,8
6738,2471.145145,297.6,65176,62,24,32,0,1
6739,2760.954751,336.0,34717,70,7,33,2,1
6740,4270.034394,725.870693,0,122,27,2,0,1
6741,3136.082008,640.8,0,89,15,83,0,1
6742,7755.209719,528.0,0,110,7,90,0,5
6743,4927.707574,132.443705,0,67,29,40,0,9
6744,6661.744145,456.0,0,95,6,99,0,5
6745,6529.911496,398.4,44379,83,10,12,1,8
6746,3293.245706,676.8,0,94,3,40,0,1
6747,5154.764074,442.521087,82730,127,13,31,0,1
6748,5597.12496,667.2,37995,139,16,50,0,1
6749,20766.66918,350.4,0,73,9,28,2,2
6750,5423.136755,62.837764,85018,68,22,54,3,6
6751,5553.362689,640.8,0,89,1,84,1,4
6752,5504.139033,350.4,0,73,18,45,0,5
6753,12663.99057,504.0,72109,105,31,34,0,2
6754,5548.031892,331.2,67798,69,1,78,0,9
6755,4389.945709,670.656551,0,118,10,69,1,1
6756,2604.84712,532.8,0,74,19,50,0,1
6757,2918.576189,345.6,80714,72,18,12,0,1
6758,2487.649473,293.070538,38667,63,9,21,0,1
6759,9082.833891,232.875794,34430,117,16,51,0,8
6760,5557.934118,331.2,83576,69,35,72,0,5
6761,5107.163002,288.572108,35625,65,10,56,1,3
6762,5570.21583,540.173933,85718,139,4,98,1,1
6763,5595.389905,340.8,74454,71,25,29,0,3
6764,11243.90285,250.697824,66146,96,2,38,0,2
6765,6113.869984,1034.799615,0,88,18,7,0,5
6766,5271.372558,443.772927,13215,74,30,17,1,3
6767,2746.921502,504.0,62302,70,7,7,0,1
6768,4729.970205,630.85509,0,124,13,31,0,1
6769,8879.790017,528.20086,52583,113,12,59,0,7
6770,3106.48254,422.765363,22076,85,30,53,0,1
6771,5860.16743,41.464402,94527,73,16,32,0,3
6772,9035.671134,542.4,34337,113,20,44,0,9
6773,7256.576235,404.95431,29053,181,34,52,0,1
6774,14428.86926,326.4,0,68,2,82,0,2
6775,2787.501453,331.2,62506,69,3,90,0,1
6776,4845.002948,129.165554,0,65,7,14,0,6
6777,5460.315095,266.144648,45404,70,13,11,2,6
6778,26511.60445,1099.2,28773,229,14,72,0,2
6779,3141.333694,47.22861,24019,79,14,27,0,1
6780,2545.056879,340.8,0,71,6,65,0,1
6781,8355.958185,499.2,23666,104,7,76,0,9
6782,3837.492458,712.8,36794,99,0,75,0,1
6783,2534.990075,321.6,25163,67,32,18,0,1
6784,5762.472144,345.6,66156,72,11,66,0,6
6785,15936.5764,364.8,0,76,7,84,0,2
6786,12552.64705,459.276664,10147,67,15,52,0,2
6787,2352.3679,381.062306,0,64,4,61,0,1
6788,4935.642812,352.089317,95765,61,14,80,0,3
6789,5356.137712,414.106436,60752,67,4,19,0,7
6790,3740.404374,499.2,0,104,27,13,1,1
6791,2489.387507,309.424708,31058,67,5,19,5,1
6792,7188.292633,451.2,13542,94,5,35,0,8
6793,35022.45478,712.8,25270,99,34,87,0,2
6794,2661.729688,345.6,24152,72,17,28,2,1
6795,12200.78537,120.083224,60282,102,23,87,0,2
6796,29006.67071,499.2,40252,104,12,60,0,2
6797,3873.647046,701.708239,28142,105,18,50,0,1
6798,2471.528431,114.273025,95697,61,16,55,0,1
6799,2688.860687,104.123179,89771,67,10,9,2,1
6800,2551.226692,392.235698,79751,63,15,67,0,1
6801,4949.525372,331.2,0,69,27,56,0,7
6802,6143.898219,36.818178,45032,77,13,35,0,3
6803,8837.334639,249.799752,62277,113,9,68,0,8
6804,9517.07801,417.6,0,87,13,76,0,2
6805,2879.63179,123.790553,40525,73,3,27,0,1
6806,2805.098562,336.0,26004,70,12,3,0,1
6807,6045.625114,31.668965,82399,77,18,15,3,9
6808,5246.278375,456.702735,28909,66,15,66,0,8
6809,4772.931526,614.4,15323,128,30,61,0,1
6810,3867.965986,470.4,79628,98,6,4,0,1
6811,3383.445647,698.4,0,97,23,38,0,1
6812,9521.222806,123.15416,27769,121,24,78,0,6
6813,7614.669735,1106.913309,16707,102,9,74,0,8
6814,11308.47178,316.8,0,66,4,83,0,2
6815,3350.687339,582.690575,94395,83,23,1,0,1
6816,2683.492593,321.6,84895,67,24,19,0,1
6817,42561.63183,571.2,66661,119,23,41,0,2
6818,2086.610957,446.4,0,62,26,30,0,1
6819,4868.807554,580.8,31447,121,12,16,0,1
6820,5021.150845,723.301363,61987,125,24,4,0,1
6821,3671.818326,347.47509,42460,91,28,42,0,1
6822,5253.487908,720.0,12811,150,27,0,2,1
6823,12036.62051,499.2,44428,104,17,61,0,2
6824,3508.92537,698.4,0,97,19,18,0,1
6825,3818.468252,616.005527,25221,103,10,41,5,1
6826,2570.433324,284.492531,44940,65,1,67,0,1
6827,2846.171869,352.791394,39192,71,7,11,0,1
6828,7292.397562,415.986454,0,68,6,50,0,2
6829,10581.275,628.207511,42513,133,0,44,0,3
6830,23144.1327,1389.6,59821,193,12,6,0,2
6831,4605.036646,302.4,22571,63,29,51,0,9
6832,3939.00637,882.871945,60021,99,12,28,0,1
6833,8104.43256,141.532926,58172,67,8,62,0,2
6834,4165.252177,504.0,58299,105,24,22,1,1
6835,14065.30235,214.247114,25275,61,5,80,0,2
6836,21991.61598,132.139111,80807,109,1,73,0,2
6837,7590.913301,312.0,52348,65,33,18,1,2
6838,8018.503854,200.490816,58843,68,1,96,0,2
6839,3554.845264,55.510526,58557,88,4,83,0,1
6840,3945.588049,933.212749,0,105,2,54,0,1
6841,2915.614781,350.4,86599,73,32,89,0,1
6842,5554.826011,167.667603,52984,69,12,81,0,5
6843,5329.128301,345.6,0,72,18,39,0,4
6844,5502.726803,345.6,0,72,33,39,0,7
6845,7606.70898,173.80879,47778,96,2,81,0,7
6846,27789.69235,395.729716,33806,89,32,59,0,2
6847,5971.313496,374.4,52018,78,17,37,3,7
6848,2248.449633,347.857619,24910,63,7,63,1,1
6849,10745.97948,436.8,39135,91,8,56,0,2
6850,7223.689647,465.6,0,97,31,58,0,3
6851,9384.475767,957.6,0,133,7,42,0,4
6852,5709.225202,410.409376,0,78,32,66,0,5
6853,4983.897914,468.0,28726,65,13,88,0,3
6854,13561.4335,585.6,0,122,9,48,0,2
6855,7218.375778,462.043003,45356,90,31,30,0,3
6856,5160.251878,619.2,87050,129,1,75,0,1
6857,13115.40751,237.264543,20705,171,8,12,1,3
6858,29874.74493,451.2,52651,94,34,20,0,2
6859,20237.15039,302.4,55270,63,35,67,0,2
6860,2580.849899,316.8,46900,66,13,59,0,1
6861,39561.07502,770.475631,60500,110,27,92,0,2
6862,8186.095915,414.713588,43877,102,26,77,0,4
6863,4767.687852,345.6,0,72,2,12,0,9
6864,8474.634723,350.4,58488,73,29,15,2,2
6865,4723.449803,292.8,29193,61,0,47,3,9
6866,10484.91535,49.451117,61108,89,22,93,0,2
6867,3304.758268,456.0,23931,95,4,24,0,1
6868,5002.093264,504.0,0,70,35,56,0,3
6869,7607.001877,638.414994,0,104,3,62,0,3
6870,2802.621642,132.517983,34628,71,21,31,0,1
6871,7455.361568,648.690215,74089,94,13,89,2,7
6872,21766.83059,1550.596808,0,290,11,18,0,5
6873,7316.650059,108.09413,30493,62,15,56,1,2
6874,7443.83286,243.547316,89285,93,17,11,0,4
6875,3086.722253,278.4815,92147,77,25,27,2,1
6876,6727.617003,72.32926,39428,84,19,80,2,8
6877,20266.49877,494.4,21542,103,18,37,0,2
6878,5264.642009,135.888306,0,72,30,26,0,8
6879,8564.772996,813.6,23506,113,0,27,0,9
6880,8086.011196,141.654965,70811,100,14,8,0,7
6881,4705.589393,555.457674,0,78,21,23,3,3
6882,4273.587765,239.143671,82214,106,11,19,1,1
6883,5908.7518,287.332253,71401,73,15,82,0,3
6884,41787.90343,571.2,46587,119,34,74,2,2
6885,10633.50496,260.627146,80046,132,4,42,0,4
6886,5450.573438,262.00129,76389,68,5,86,0,7
6887,7035.763363,310.160362,77235,87,2,68,0,5
6888,8203.221246,415.550209,38595,74,5,42,3,2
6889,8714.922135,566.4,0,118,14,64,0,4
6890,3352.943699,303.331178,55359,83,28,73,0,1
6891,5017.851448,31.553152,79814,62,18,50,0,3
6892,2753.159194,459.743736,75277,70,2,48,3,1
6893,2619.337376,225.578841,78618,66,7,56,0,1
6894,4867.378203,302.4,20123,63,7,47,0,3
6895,3061.799398,452.599718,88362,78,9,63,0,1
6896,3545.413177,835.2,0,116,23,14,3,1
6897,3259.885006,541.093963,52782,85,20,61,4,1
6898,5095.439821,452.295175,0,137,19,30,0,1
6899,2397.036098,572.072106,22283,65,16,93,0,1
6900,7427.501786,450.596865,28848,96,22,54,0,7
6901,2510.633216,437.184112,0,64,24,1,0,1
6902,2637.602689,316.8,54378,66,16,30,0,1
6903,4969.35768,321.6,21827,67,18,53,0,8
6904,34611.37896,523.2,20090,109,10,59,0,2
6905,11618.55713,1425.6,27750,297,28,25,1,1
6906,4762.591249,156.921247,57135,61,25,47,0,8
6907,4879.442929,292.8,58580,61,5,53,0,3
6908,4330.38602,513.6,60475,107,9,18,0,1
6909,9095.049868,556.8,37937,116,11,42,0,5
6910,5524.310373,331.2,70360,69,0,66,0,8
6911,11836.29699,856.8,0,119,9,74,0,2
6912,2588.080213,93.128128,47509,66,28,73,0,1
6913,7176.591051,878.4,27071,183,1,85,0,1
6914,27890.0576,319.105565,46546,99,9,64,0,2
6915,7280.300642,54.628741,32627,67,14,53,4,2
6916,2152.081322,460.379966,0,65,8,50,0,1
6917,4334.210791,1065.617464,0,116,6,87,0,1
6918,8630.696198,585.6,0,122,19,72,2,3
6919,4766.940473,307.2,29177,64,5,20,2,5
6920,10439.49667,253.056709,88233,88,32,22,0,2
6921,3747.060981,549.986128,0,107,17,81,0,1
6922,6617.139741,1404.0,0,195,20,61,0,1
6923,3821.819872,50.171541,79189,95,20,50,0,1
6924,2863.04871,82.415457,41077,71,3,14,0,1
6925,9420.965855,566.4,47048,118,0,37,0,3
6926,8767.626534,532.8,45484,111,31,28,0,8
6927,4571.610619,242.099049,79453,115,11,47,0,1
6928,14514.00519,868.8,88753,181,6,21,0,3
6929,2588.435037,851.022089,0,74,7,63,0,1
6930,6243.089247,330.872532,73945,78,21,76,0,8
6931,2719.506996,345.6,14030,72,11,3,0,1
6932,2719.260911,326.4,81799,68,23,97,0,1
6933,4803.777507,440.189611,23634,62,4,25,0,9
6934,2856.948797,374.4,0,78,26,14,0,1
6935,5169.558551,421.563772,56334,65,35,72,0,3
6936,4082.704584,513.6,23206,107,31,60,0,1
6937,2959.950094,612.0,28140,85,23,5,0,1
6938,16468.22079,685.12694,0,63,4,52,0,2
6939,12779.06199,633.6,0,88,16,8,0,2
6940,12168.74492,828.0,14973,115,2,75,0,2
6941,6240.664762,712.40122,0,87,31,9,0,9
6942,5442.744248,292.274846,25884,69,18,36,3,9
6943,3551.792574,313.351134,11607,96,19,38,0,1
6944,24138.05975,175.97506,53691,67,13,48,0,2
6945,15415.04407,1067.291208,89464,194,17,40,1,3
6946,5517.199137,180.340069,60596,71,20,78,4,3
6947,13448.80973,561.6,43720,117,5,90,1,2
6948,6689.022728,599.000883,56980,84,33,70,0,7
6949,7222.850848,350.207614,0,68,5,36,0,2
6950,4311.416903,482.4,0,67,0,71,1,3
6951,4376.363592,60.036683,63774,111,18,63,0,1
6952,10506.93706,117.470445,61650,88,8,2,0,2
6953,8667.090494,527.759702,31354,109,11,23,0,9
6954,5938.511892,10.68564,44190,74,17,40,0,3
6955,15277.47796,981.010879,38183,191,21,14,0,8
6956,2551.226692,392.235698,79751,63,15,67,0,1
6957,4191.06163,535.953661,0,64,3,53,1,7
6958,8161.1704,732.050007,12266,114,25,36,1,3
6959,2784.969185,104.209216,61807,70,0,96,0,1
6960,10083.48688,571.479602,11828,90,18,84,0,2
6961,19363.52743,50.40447,49945,70,21,65,0,2
6962,7154.094304,532.089467,28204,182,30,84,0,1
6963,8779.090552,1051.2,54726,219,30,69,0,1
6964,2731.39917,315.353519,43386,68,13,79,0,1
6965,7429.079194,549.692452,0,101,6,43,0,9
6966,2616.613903,316.8,72302,66,6,27,0,1
6967,8044.872393,284.000172,71391,67,29,39,0,2
6968,2534.306443,340.8,21606,71,21,22,3,1
6969,10014.02955,128.535182,74489,124,11,36,0,3
6970,4745.181764,292.8,50549,61,2,73,0,7
6971,14040.96476,669.037562,0,195,9,33,1,5
6972,14635.45158,667.2,0,139,5,56,0,2
6973,3885.456401,504.0,0,105,3,92,0,1
6974,5107.163002,288.572108,35625,65,10,56,1,3
6975,9384.654502,556.8,25370,116,21,64,0,3
6976,5007.672425,297.6,51523,62,31,0,0,3
6977,49423.79557,595.369784,85058,137,34,82,0,2
6978,8558.927723,615.562164,0,125,10,43,0,9
6979,4892.628631,311.84034,27005,61,10,72,0,7
6980,5365.93282,211.515893,62808,66,33,37,0,4
6981,5163.838813,253.193647,88692,64,29,26,0,5
6982,38055.20953,552.0,0,115,21,78,0,2
6983,7403.447336,136.248799,19064,98,23,35,1,7
6984,6051.637445,633.6,0,88,16,80,0,6
6985,7229.329257,36.105928,60345,93,22,10,0,5
6986,3300.607083,161.231812,59592,84,8,49,0,1
6987,5505.167392,413.269261,15648,73,29,68,1,5
6988,4334.064096,590.4,23904,123,1,67,3,1
6989,4349.104278,700.004018,90893,110,33,0,0,1
6990,4882.073243,475.2,0,66,18,66,0,6
6991,10114.98621,224.265232,74001,84,16,0,0,2
6992,5259.709581,321.6,28447,67,20,99,0,3
6993,4013.945512,121.928014,56586,100,33,86,0,1
6994,6285.019179,825.6,0,172,5,33,0,1
6995,4518.782768,297.6,19186,62,10,34,0,5
6996,17738.2012,134.120531,65348,110,35,58,0,2
6997,6265.343299,481.025786,0,84,18,25,1,4
6998,12168.64405,30.989755,0,109,28,96,0,2
6999,3618.432755,475.2,0,99,0,71,0,1
7000,6474.826466,436.8,0,91,21,23,0,3
7001,5575.198201,106.814987,18892,73,33,76,0,5
7002,32144.64957,494.4,19066,103,5,61,0,2
7003,8223.164916,94.338814,95102,101,6,73,0,8
7004,7462.926263,7.345946,70263,93,30,66,0,5
7005,9031.214859,650.52179,0,122,15,47,0,9
7006,7028.940001,302.4,18120,63,34,90,4,2
7007,7406.882612,71.678412,38169,62,18,82,0,2
7008,7582.113842,268.471802,64801,64,23,19,0,2
7009,10719.08467,501.26513,86036,90,8,20,3,2
7010,3721.390713,862.49778,0,101,16,59,0,1
7011,3528.044252,441.6,31278,92,24,95,4,1
7012,17085.41462,9.832575,20053,62,2,24,1,2
7013,11955.39598,133.103003,71587,99,1,74,0,2
7014,6366.225775,384.0,44368,80,5,72,0,3
7015,4669.22664,556.8,76157,116,15,80,0,1
7016,9100.731403,542.4,59183,113,11,91,0,5
7017,14663.19646,119.062347,91015,73,31,30,1,2
7018,7529.863445,78.452298,52774,66,16,26,4,2
7019,2647.519741,300.056383,37876,69,13,15,0,1
7020,8072.245595,282.458203,57938,101,6,36,0,3
7021,7644.684144,523.701824,26526,99,0,86,0,3
7022,2485.109896,91.229768,76608,62,2,2,0,1
7023,13144.49101,931.2,0,194,23,34,0,7
7024,3129.110699,374.4,48056,78,15,92,0,1
7025,8349.523082,487.273964,45428,109,2,46,1,3
7026,3241.588659,41.182611,89196,81,17,52,0,1
7027,6925.182046,72.86746,88893,86,5,63,0,9
7028,5098.854489,609.046345,0,97,20,9,4,7
7029,2885.407442,28.126402,92722,72,34,45,1,1
7030,5979.724161,547.2,57693,76,16,56,0,3
7031,5416.413581,343.340361,53249,67,32,10,0,3
7032,2345.129694,302.4,26304,63,22,93,0,1
